Model,MSO2012,,,
Firmware Version,1.06,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,2,,,
Sample Interval,0.0032,,,
Filter Frequency,1.00E+08,,,
Record Length,6242,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-3.38E+00,0.028,0.036,0,0.4
-3.38E+00,0.02,0.012,0,-0.2
-3.37E+00,0.028,0.036,0,0.4
-3.37E+00,0.028,0.012,0,-0.2
-3.37E+00,0.028,0.036,0,0.2
-3.36E+00,0.028,0.012,0,-0.2
-3.36E+00,0.02,0.036,0,0.4
-3.36E+00,0.02,0.012,0,-0.2
-3.35E+00,0.028,0.036,0,0.4
-3.35E+00,0.02,0.012,0.2,-0.2
-3.35E+00,0.02,0.036,0,0.4
-3.34E+00,0.02,0.012,0,-0.2
-3.34E+00,0.028,0.036,0,0.4
-3.34E+00,0.028,0.012,0,-0.2
-3.33E+00,0.028,0.036,0,0.2
-3.33E+00,0.028,0.012,0,-0.2
-3.33E+00,0.028,0.036,0,0.4
-3.33E+00,0.02,0.012,0,-0.2
-3.32E+00,0.028,0.036,0.2,0.4
-3.32E+00,0.02,0.012,0,-0.2
-3.32E+00,0.028,0.036,0,0.4
-3.31E+00,0.028,0.012,0,-0.2
-3.31E+00,0.028,0.036,0,0.4
-3.31E+00,0.028,0.012,0,-0.2
-3.30E+00,0.02,0.036,0,0.4
-3.30E+00,0.02,0.012,0,-0.2
-3.30E+00,0.028,0.036,0,0.4
-3.29E+00,0.028,0.012,0,-0.2
-3.29E+00,0.02,0.036,0,0.4
-3.29E+00,0.028,0.012,0,-0.2
-3.28E+00,0.028,0.036,0,0.4
-3.28E+00,0.028,0.012,0,-0.2
-3.28E+00,0.028,0.036,0,0.4
-3.27E+00,0.02,0.012,0,-0.2
-3.27E+00,0.028,0.036,0,0.4
-3.27E+00,0.028,0.012,0,-0.2
-3.26E+00,0.02,0.036,0,0.2
-3.26E+00,0.02,0.012,0,-0.2
-3.26E+00,0.028,0.036,0,0.4
-3.25E+00,0.02,0.012,0,-0.2
-3.25E+00,0.02,0.036,0,0.4
-3.25E+00,0.028,0.012,0,-0.2
-3.25E+00,0.02,0.036,0,0.2
-3.24E+00,0.02,0.012,0,-0.2
-3.24E+00,0.028,0.036,0,0.4
-3.24E+00,0.02,0.012,0,-0.2
-3.23E+00,0.02,0.036,0,0.4
-3.23E+00,0.02,0.012,0,-0.2
-3.23E+00,0.028,0.036,0,0.4
-3.22E+00,0.02,0.012,0,-0.2
-3.22E+00,0.02,0.036,0,0.4
-3.22E+00,0.02,0.012,0,-0.2
-3.21E+00,0.02,0.036,0,0.4
-3.21E+00,0.028,0.012,0,-0.2
-3.21E+00,0.02,0.036,0,0.4
-3.20E+00,0.028,0.012,0,-0.2
-3.20E+00,0.02,0.036,0,0.4
-3.20E+00,0.02,0.012,0,-0.2
-3.19E+00,0.02,0.036,0,0.4
-3.19E+00,0.028,0.012,0,-0.2
-3.19E+00,0.02,0.036,0,0.4
-3.18E+00,0.02,0.012,0,-0.2
-3.18E+00,0.02,0.036,0,0.4
-3.18E+00,0.02,0.012,0,-0.2
-3.17E+00,0.02,0.036,0,0.2
-3.17E+00,0.02,-0.124,0,-5.6
-3.17E+00,0.028,0.284,0,6.6
-3.17E+00,0.02,0.012,0,-0.2
-3.16E+00,0.028,0.036,0,0.4
-3.16E+00,0.02,0.012,0,-0.2
-3.16E+00,0.02,0.036,0,0.2
-3.15E+00,0.02,0.012,0,-0.2
-3.15E+00,0.02,0.036,0,0.4
-3.15E+00,0.02,0.012,0,-0.2
-3.14E+00,0.02,0.036,0,0.4
-3.14E+00,0.02,0.012,0,-0.2
-3.14E+00,0.02,0.036,0,0.4
-3.13E+00,0.02,0.012,0,-0.2
-3.13E+00,0.02,0.036,0,0.4
-3.13E+00,0.02,0.012,0,-0.2
-3.12E+00,0.02,0.036,0,0.4
-3.12E+00,0.02,0.012,0,-0.2
-3.12E+00,0.02,0.036,0,0.4
-3.11E+00,0.02,0.012,0,-0.2
-3.11E+00,0.02,0.036,0,0.4
-3.11E+00,0.02,0.012,0,-0.2
-3.10E+00,0.02,0.036,0,0.4
-3.10E+00,0.028,0.012,0,-0.2
-3.10E+00,0.028,0.036,0,0.4
-3.09E+00,0.02,0.012,0,-0.2
-3.09E+00,0.02,0.036,0,0.4
-3.09E+00,0.012,0.012,0,-0.2
-3.09E+00,0.02,0.036,0,0.2
-3.08E+00,0.02,0.012,0,-0.2
-3.08E+00,0.02,0.036,0,0.4
-3.08E+00,0.012,0.012,0,-0.2
-3.07E+00,0.02,0.036,0,0.4
-3.07E+00,0.02,0.012,0,-0.2
-3.07E+00,0.02,0.036,0,0.4
-3.06E+00,0.02,0.012,0,-0.2
-3.06E+00,0.012,0.036,0,0.4
-3.06E+00,0.02,0.012,0,-0.2
-3.05E+00,0.02,0.036,0,0.4
-3.05E+00,0.02,0.012,0,-0.2
-3.05E+00,0.02,0.028,0,0.4
-3.04E+00,0.02,0.012,0,-0.2
-3.04E+00,0.02,0.036,0,0.4
-3.04E+00,0.02,0.012,0,-0.2
-3.03E+00,0.02,0.036,0.2,0.4
-3.03E+00,0.02,0.012,0,-0.2
-3.03E+00,0.012,0.028,0,0.4
-3.02E+00,0.02,0.012,0,-0.2
-3.02E+00,0.02,0.028,0,0.4
-3.02E+00,0.02,0.012,0,-0.2
-3.01E+00,0.02,0.028,0,0.2
-3.01E+00,0.02,0.012,0,-0.2
-3.01E+00,0.02,0.028,0,0.4
-3.01E+00,0.012,0.00399999,0,-0.2
-3.00E+00,0.02,0.028,0,0.4
-3.00E+00,0.012,0.00399999,0,-0.2
-3.00E+00,0.02,0.028,0,0.2
-2.99E+00,0.02,0.00399999,0,-0.2
-2.99E+00,0.02,0.028,0,0.4
-2.99E+00,0.02,0.00399999,0,-0.2
-2.98E+00,0.02,0.028,0,0.4
-2.98E+00,0.02,0.00399999,0,-0.2
-2.98E+00,0.02,0.028,0,0.2
-2.97E+00,0.012,0.00399999,0,-0.2
-2.97E+00,0.012,0.028,0,0.4
-2.97E+00,0.02,0.00399999,0,-0.2
-2.96E+00,0.02,0.028,0,0.4
-2.96E+00,0.02,0.00399999,0,-0.2
-2.96E+00,0.02,0.028,0,0.4
-2.95E+00,0.02,0.00399999,0,-0.2
-2.95E+00,0.012,0.028,0,0.4
-2.95E+00,0.02,0.00399999,0,-0.2
-2.94E+00,0.02,0.028,0,0.4
-2.94E+00,0.02,0.00399999,0,-0.2
-2.94E+00,0.012,0.028,0,0.4
-2.93E+00,0.012,0.00399999,0,-0.2
-2.93E+00,0.02,0.028,0,0.4
-2.93E+00,0.02,0.00399999,0,-0.2
-2.93E+00,0.02,0.028,0.2,0.4
-2.92E+00,0.012,0.00399999,0,-0.2
-2.92E+00,0.02,0.028,0,0.4
-2.92E+00,0.012,0.00399999,0,-0.2
-2.91E+00,0.012,0.028,0,0.4
-2.91E+00,0.012,0.00399999,0,-0.2
-2.91E+00,0.02,0.028,0,0.4
-2.90E+00,0.02,0.00399999,0,-0.2
-2.90E+00,0.012,0.028,0,0.4
-2.90E+00,0.02,0.00399999,0,-0.2
-2.89E+00,0.012,0.028,0,0.4
-2.89E+00,0.012,0.00399999,0,-0.2
-2.89E+00,0.02,0.028,0,0.2
-2.88E+00,0.012,0.00399999,0,-0.2
-2.88E+00,0.02,0.028,0,0.4
-2.88E+00,0.012,0.00399999,0,-0.2
-2.87E+00,0.012,0.028,0,0.4
-2.87E+00,0.012,0.00399999,0,-0.2
-2.87E+00,0.012,0.028,0,0.4
-2.86E+00,0.012,0.00399999,0,-0.2
-2.86E+00,0.012,0.028,0,0.4
-2.86E+00,0.02,0.00399999,0,-0.2
-2.85E+00,0.012,0.028,0,0.2
-2.85E+00,0.012,0.00399999,0,-0.2
-2.85E+00,0.012,0.028,0,0.4
-2.85E+00,0.012,0.00399999,0,-0.2
-2.84E+00,0.012,0.028,0,0.4
-2.84E+00,0.012,0.00399999,0,-0.2
-2.84E+00,0.012,0.028,0,0.4
-2.83E+00,0.012,0.00399999,0,-0.2
-2.83E+00,0.012,0.028,0,0.4
-2.83E+00,0.012,0.00399999,0,-0.2
-2.82E+00,0.012,0.028,0,0.4
-2.82E+00,0.012,0.00399999,0,-0.2
-2.82E+00,0.012,0.028,0,0.4
-2.81E+00,0.012,0.00399999,0,-0.2
-2.81E+00,0.012,0.028,0,0.4
-2.81E+00,0.012,0.00399999,0,-0.2
-2.80E+00,0.012,0.028,0,0.2
-2.80E+00,0.02,0.00399999,0,-0.2
-2.80E+00,0.012,0.028,0,0.4
-2.79E+00,0.012,0.00399999,0,-0.2
-2.79E+00,0.012,0.028,0,0.4
-2.79E+00,0.012,0.00399999,0,-0.2
-2.78E+00,0.012,0.028,0,0.2
-2.78E+00,0.012,0.00399999,0,-0.2
-2.78E+00,0.012,0.028,0,0.4
-2.77E+00,0.012,0.00399999,0,-0.2
-2.77E+00,0.012,0.028,0,0.4
-2.77E+00,0.012,0.00399999,0,-0.2
-2.77E+00,0.012,0.028,0,0.2
-2.76E+00,0.012,0.00399999,0,-0.2
-2.76E+00,0.012,0.028,0,0.4
-2.76E+00,0.012,0.00399999,0,-0.2
-2.75E+00,0.012,0.028,0,0.4
-2.75E+00,0.012,0.00399999,0,-0.2
-2.75E+00,0.012,0.028,0,0.4
-2.74E+00,0.012,0.00399999,0,-0.2
-2.74E+00,0.02,0.028,0,0.4
-2.74E+00,0.012,0.00399999,0,-0.2
-2.73E+00,0.012,0.028,0,0.4
-2.73E+00,0.012,0.00399999,0,-0.2
-2.73E+00,0.012,0.028,0,0.4
-2.72E+00,0.012,0.00399999,0,-0.2
-2.72E+00,0.012,0.028,0,0.4
-2.72E+00,0.012,0.00399999,0,-0.2
-2.71E+00,0.012,0.028,0,0.4
-2.71E+00,0.012,0.00399999,0,-0.2
-2.71E+00,0.012,0.028,0,0.4
-2.70E+00,0.012,0.00399999,0,-0.2
-2.70E+00,0.012,0.028,0,0.4
-2.70E+00,0.012,0.00399999,0,-0.2
-2.69E+00,0.012,0.028,0,0.4
-2.69E+00,0.012,0.00399999,0,-0.2
-2.69E+00,0.012,0.028,0,0.4
-2.69E+00,0.012,0.00399999,0,-0.2
-2.68E+00,0.012,0.028,0,0.4
-2.68E+00,0.012,0.00399999,0,-0.2
-2.68E+00,0.012,0.028,0,0.4
-2.67E+00,0.012,0.00399999,0,-0.2
-2.67E+00,0.012,0.02,0,0.4
-2.67E+00,0.012,0.00399999,0,-0.2
-2.66E+00,0.012,0.028,0,0.4
-2.66E+00,0.012,-0.00400001,0,-0.2
-2.66E+00,0.02,0.02,0,0.2
-2.65E+00,0.012,0.00399999,0,-0.2
-2.65E+00,0.012,0.028,0,0.4
-2.65E+00,0.012,0.00399999,0,-0.2
-2.64E+00,0.012,0.02,0,0.4
-2.64E+00,0.012,0.00399999,0,-0.2
-2.64E+00,0.012,0.02,0,0.4
-2.63E+00,0.012,-0.00400001,0,-0.2
-2.63E+00,0.012,0.028,0,0.4
-2.63E+00,0.012,0.00399999,0,-0.2
-2.62E+00,0.012,0.02,0,0.4
-2.62E+00,0.012,0.00399999,0,-0.2
-2.62E+00,0.012,0.028,0,0.4
-2.61E+00,0.012,-0.00400001,0,-0.2
-2.61E+00,0.012,0.02,0,0.4
-2.61E+00,0.012,-0.00400001,0,-0.2
-2.61E+00,0.012,0.02,0,0.4
-2.60E+00,0.012,-0.00400001,0,-0.2
-2.60E+00,0.012,0.02,0,0.4
-2.60E+00,0.012,0.00399999,0,-0.2
-2.59E+00,0.012,0.02,0,0.4
-2.59E+00,0.012,0.00399999,0,-0.2
-2.59E+00,0.012,0.02,0,0.4
-2.58E+00,0.012,0.00399999,0,-0.2
-2.58E+00,0.012,0.02,0,0.4
-2.58E+00,0.012,0.00399999,0,-0.2
-2.57E+00,0.012,0.02,0,0.4
-2.57E+00,0.012,0.00399999,0,-0.2
-2.57E+00,0.012,0.02,0,0.4
-2.56E+00,0.012,-0.00400001,0,-0.2
-2.56E+00,0.012,0.02,0,0.4
-2.56E+00,0.012,0.00399999,0,-0.2
-2.55E+00,0.012,0.02,0,0.4
-2.55E+00,0.012,0.00399999,0,-0.2
-2.55E+00,0.012,0.02,0,0.4
-2.54E+00,0.012,-0.00400001,0,-0.2
-2.54E+00,0.012,0.02,0,0.4
-2.54E+00,0.012,-0.00400001,0,-0.2
-2.53E+00,0.012,0.02,0,0.4
-2.53E+00,0.012,-0.00400001,0,-0.2
-2.53E+00,0.012,0.02,0,0.4
-2.53E+00,0.012,-0.00400001,0,-0.2
-2.52E+00,0.00399999,0.02,0,0.4
-2.52E+00,0.012,0.00399999,0,-0.2
-2.52E+00,0.00399999,0.02,0,0.4
-2.51E+00,0.00399999,-0.00400001,0,-0.2
-2.51E+00,0.00399999,0.02,0,0.4
-2.51E+00,0.012,-0.00400001,0,-0.2
-2.50E+00,0.012,0.02,0,0.4
-2.50E+00,0.012,0.00399999,0,-0.2
-2.50E+00,0.012,0.02,0,0.2
-2.49E+00,0.012,-0.00400001,0,-0.2
-2.49E+00,0.012,0.02,0,0.4
-2.49E+00,0.012,-0.00400001,0,-0.2
-2.48E+00,0.012,0.02,0,0.4
-2.48E+00,0.012,-0.00400001,0,-0.2
-2.48E+00,0.012,0.02,0,0.4
-2.47E+00,0.012,-0.00400001,0,-0.2
-2.47E+00,0.012,0.02,0,0.4
-2.47E+00,0.012,-0.00400001,0,-0.2
-2.46E+00,0.012,0.02,0,0.2
-2.46E+00,0.012,-0.00400001,0,-0.2
-2.46E+00,0.012,0.02,0,0.4
-2.45E+00,0.00399999,-0.00400001,0,-0.2
-2.45E+00,0.012,0.02,0,0.4
-2.45E+00,0.012,-0.00400001,0,-0.2
-2.45E+00,0.00399999,0.02,0.2,0.2
-2.44E+00,0.012,-0.00400001,0,-0.2
-2.44E+00,0.012,0.02,0,0.4
-2.44E+00,0.00399999,-0.00400001,0,-0.2
-2.43E+00,0.012,0.02,0,0.4
-2.43E+00,0.012,-0.00400001,0,-0.2
-2.43E+00,0.012,0.02,0.2,0.2
-2.42E+00,0.012,-0.00400001,0,-0.2
-2.42E+00,0.012,0.02,0,0.4
-2.42E+00,0.012,-0.00400001,0,-0.2
-2.41E+00,0.00399999,0.02,0,0.4
-2.41E+00,0.00399999,-0.00400001,0,-0.2
-2.41E+00,0.012,0.02,0,0.4
-2.40E+00,0.012,-0.00400001,0,-0.2
-2.40E+00,0.012,0.02,0,0.4
-2.40E+00,0.012,-0.00400001,0,-0.2
-2.39E+00,0.00399999,0.02,0,0.4
-2.39E+00,0.012,-0.00400001,0,-0.2
-2.39E+00,0.00399999,0.02,0,0.2
-2.38E+00,0.012,-0.00400001,0,-0.2
-2.38E+00,0.00399999,0.02,0,0.4
-2.38E+00,0.012,-0.00400001,0,-0.2
-2.37E+00,0.012,0.02,0,0.2
-2.37E+00,0.012,-0.00400001,0,-0.2
-2.37E+00,0.012,0.02,0,0.4
-2.37E+00,0.00399999,-0.00400001,0,-0.2
-2.36E+00,0.012,0.02,0,0.4
-2.36E+00,0.012,-0.00400001,0,-0.2
-2.36E+00,0.00399999,0.02,0,0.2
-2.35E+00,0.012,-0.00400001,0,-0.2
-2.35E+00,0.012,0.02,0,0.4
-2.35E+00,0.00399999,-0.00400001,0,-0.2
-2.34E+00,0.00399999,0.02,0,0.4
-2.34E+00,0.012,-0.00400001,0,-0.2
-2.34E+00,0.012,0.02,0,0.4
-2.33E+00,0.00399999,-0.00400001,0,-0.2
-2.33E+00,0.00399999,0.02,0,0.4
-2.33E+00,0.00399999,-0.00400001,0,-0.2
-2.32E+00,0.012,0.02,0,0.4
-2.32E+00,0.00399999,-0.00400001,0,-0.2
-2.32E+00,0.012,0.02,0,0.4
-2.31E+00,0.00399999,-0.00400001,0,-0.2
-2.31E+00,0.00399999,0.02,0,0.4
-2.31E+00,0.00399999,-0.00400001,0,-0.2
-2.30E+00,0.012,0.02,0,0.4
-2.30E+00,0.012,-0.00400001,0,-0.2
-2.30E+00,0.00399999,0.02,0,0.4
-2.29E+00,0.00399999,-0.00400001,0,-0.2
-2.29E+00,0.00399999,0.02,0,0.4
-2.29E+00,0.00399999,-0.00400001,0,-0.2
-2.29E+00,0.012,0.02,0,0.2
-2.28E+00,0.00399999,-0.00400001,0,-0.2
-2.28E+00,0.012,0.02,0,0.4
-2.28E+00,0.00399999,-0.00400001,0,-0.2
-2.27E+00,0.012,0.02,0,0.2
-2.27E+00,0.00399999,-0.00400001,0,-0.2
-2.27E+00,0.012,0.02,0,0.2
-2.26E+00,0.00399999,-0.00400001,0,-0.2
-2.26E+00,0.00399999,0.02,0,0.4
-2.26E+00,0.012,-0.00400001,0,-0.2
-2.25E+00,0.00399999,0.02,0.2,0.2
-2.25E+00,0.00399999,-0.00400001,0,-0.2
-2.25E+00,0.00399999,0.02,0,0.2
-2.24E+00,0.012,-0.00400001,0,-0.2
-2.24E+00,0.00399999,0.02,0,0.4
-2.24E+00,0.00399999,-0.00400001,0,-0.2
-2.23E+00,0.00399999,0.02,0,0.4
-2.23E+00,0.012,-0.00400001,0,-0.2
-2.23E+00,0.00399999,0.02,0,0.2
-2.22E+00,0.012,-0.00400001,0,-0.2
-2.22E+00,0.00399999,0.02,0,0.4
-2.22E+00,0.00399999,-0.00400001,0.2,-0.2
-2.21E+00,0.00399999,0.02,0,0.2
-2.21E+00,0.00399999,-0.00400001,0,-0.2
-2.21E+00,0.00399999,0.02,0,0.4
-2.21E+00,0.00399999,-0.00400001,0,-0.2
-2.20E+00,0.00399999,0.02,0,0.4
-2.20E+00,0.00399999,-0.00400001,0,-0.2
-2.20E+00,0.00399999,0.02,0,0.2
-2.19E+00,0.00399999,-0.00400001,0,-0.2
-2.19E+00,0.00399999,0.02,0,0.4
-2.19E+00,0.012,-0.00400001,0,-0.2
-2.18E+00,0.00399999,0.02,0,0.4
-2.18E+00,0.00399999,-0.00400001,0,-0.2
-2.18E+00,0.00399999,0.02,0,0.2
-2.17E+00,0.00399999,-0.00400001,0,-0.2
-2.17E+00,0.00399999,0.02,0,0.4
-2.17E+00,0.00399999,-0.00400001,0,-0.2
-2.16E+00,0.00399999,0.02,0,0.4
-2.16E+00,0.00399999,-0.00400001,0,-0.2
-2.16E+00,0.00399999,0.02,0,0.2
-2.15E+00,0.00399999,-0.00400001,0,-0.2
-2.15E+00,0.00399999,0.02,0,0.4
-2.15E+00,0.00399999,-0.00400001,0,-0.2
-2.14E+00,0.012,0.02,0,0.2
-2.14E+00,0.012,-0.00400001,0,-0.2
-2.14E+00,0.00399999,0.02,0,0.4
-2.13E+00,0.00399999,-0.00400001,0,-0.2
-2.13E+00,0.00399999,0.02,0,0.4
-2.13E+00,0.00399999,-0.00400001,0,-0.2
-2.13E+00,0.00399999,0.02,0,0.2
-2.12E+00,0.012,-0.00400001,0,-0.2
-2.12E+00,0.00399999,0.02,0,0.4
-2.12E+00,0.00399999,-0.00400001,0,-0.2
-2.11E+00,0.012,0.02,0,0.4
-2.11E+00,0.00399999,-0.00400001,0,-0.2
-2.11E+00,0.00399999,0.02,0,0.4
-2.10E+00,0.00399999,-0.00400001,0,-0.2
-2.10E+00,0.012,0.02,0.2,0.4
-2.10E+00,0.00399999,-0.00400001,0,-0.2
-2.09E+00,0.00399999,0.02,0,0.4
-2.09E+00,0.00399999,-0.00400001,0,-0.2
-2.09E+00,0.012,0.02,0,0.2
-2.08E+00,0.00399999,-0.00400001,0.2,-0.2
-2.08E+00,0.00399999,0.02,0,0.2
-2.08E+00,0.00399999,-0.00400001,0,-0.2
-2.07E+00,0.00399999,0.02,0,0.4
-2.07E+00,0.00399999,-0.00400001,0,-0.2
-2.07E+00,0.012,0.02,0,0.4
-2.06E+00,0.00399999,-0.00400001,0,-0.2
-2.06E+00,0.00399999,0.02,0,0.4
-2.06E+00,0.00399999,-0.00400001,0,-0.2
-2.05E+00,0.012,0.02,0,0.2
-2.05E+00,0.00399999,-0.00400001,0,-0.2
-2.05E+00,0.00399999,0.02,0,0.4
-2.05E+00,0.00399999,-0.00400001,0,-0.2
-2.04E+00,0.00399999,0.02,0,0.4
-2.04E+00,0.00399999,-0.00400001,0,-0.2
-2.04E+00,0.00399999,0.02,0,0.2
-2.03E+00,0.00399999,-0.00400001,0,-0.2
-2.03E+00,0.00399999,0.02,0,0.4
-2.03E+00,0.00399999,-0.00400001,0,-0.2
-2.02E+00,0.00399999,0.02,0,0.4
-2.02E+00,0.00399999,-0.00400001,0,-0.2
-2.02E+00,0.00399999,0.02,0,0.4
-2.01E+00,0.00399999,-0.00400001,0,-0.2
-2.01E+00,0.00399999,0.02,0,0.4
-2.01E+00,0.00399999,-0.012,0,-0.2
-2.00E+00,0.00399999,0.02,0,0.4
-2.00E+00,0.00399999,-0.00400001,0,-0.2
-2.00E+00,0.00399999,0.02,0,0.2
-1.99E+00,0.00399999,-0.00400001,0,-0.2
-1.99E+00,0.00399999,0.02,0,0.4
-1.99E+00,0.00399999,-0.00400001,0,-0.2
-1.98E+00,0.00399999,0.02,0,0.4
-1.98E+00,0.00399999,-0.00400001,0,-0.2
-1.98E+00,0.00399999,0.02,0,0.4
-1.97E+00,0.00399999,-0.00400001,0,-0.2
-1.97E+00,0.00399999,0.02,0,0.4
-1.97E+00,0.00399999,-0.00400001,0,-0.2
-1.97E+00,0.14,0.316,1.2,2.2
-1.96E+00,0.02,0.012,1.2,1
-1.96E+00,0.02,0.036,1.4,1.8
-1.96E+00,0.02,0.012,1.6,1.4
-1.95E+00,0.02,0.036,1.4,2
-1.95E+00,0.02,0.012,1.6,1.4
-1.95E+00,0.516,0.58,2,2.2
-1.94E+00,0.516,-0.044,2,1.6
-1.94E+00,0.516,0.524,2,2.6
-1.94E+00,0.02,0.012,2.6,2
-1.93E+00,0.02,0.58,2.6,2.8
-1.93E+00,0.516,-0.044,2.4,2.2
-1.93E+00,0.516,0.524,2.6,3
-1.92E+00,0.02,0.012,3,2.4
-1.92E+00,0.02,0.588,3,3.2
-1.92E+00,0.516,-0.044,3.2,2.6
-1.91E+00,-0.028,0.524,2.8,3.8
-1.91E+00,0.02,-0.044,3.4,2.6
-1.91E+00,0.516,0.58,3.4,4
-1.90E+00,0.02,0.012,3.2,2.8
-1.90E+00,0.02,0.58,3.2,4.2
-1.90E+00,0.516,-0.044,3.6,3
-1.89E+00,0.02,0.58,4.2,4.4
-1.89E+00,0.516,-0.044,4,3
-1.89E+00,0.02,0.58,4.4,4.8
-1.89E+00,0.516,-0.044,3.8,3.4
-1.88E+00,0.02,0.58,4.2,5
-1.88E+00,0.516,-0.044,4,3.2
-1.88E+00,0.02,0.58,4.6,5.2
-1.87E+00,0.516,-0.044,4.4,3.4
-1.87E+00,0.012,0.58,5.2,5.4
-1.87E+00,0.516,-0.044,4.8,3.8
-1.86E+00,0.02,0.58,5,5.6
-1.86E+00,-0.028,-0.044,4.4,3.8
-1.86E+00,0.516,0.58,4.2,5.8
-1.85E+00,0.02,-0.044,5.6,4.2
-1.85E+00,0.516,0.58,5,6
-1.85E+00,0.516,-0.044,4.6,4.2
-1.84E+00,0.02,0.58,5.8,6.2
-1.84E+00,0.516,-0.044,5.4,4.4
-1.84E+00,0.516,0.58,5,6.6
-1.83E+00,0.02,-0.044,6.2,4.6
-1.83E+00,0.02,0.58,5.4,6.6
-1.83E+00,0.516,-0.044,5.6,4.8
-1.82E+00,0.516,0.58,5.2,7
-1.82E+00,0.02,-0.044,6.6,5
-1.82E+00,0.02,0.58,6.4,7
-1.81E+00,0.00399999,-0.044,5.8,5
-1.81E+00,0.516,0.58,6.2,7.2
-1.81E+00,0.516,-0.044,5.8,5.4
-1.81E+00,0.524,0.58,6,7.6
-1.80E+00,0.02,-0.044,7,5.4
-1.80E+00,0.02,0.58,7.4,7.6
-1.80E+00,0.02,-0.044,7.2,5.4
-1.79E+00,0.02,0.58,6.8,7.8
-1.79E+00,0.02,-0.044,6.8,6
-1.79E+00,0.012,0.58,6.6,8
-1.78E+00,-0.00400001,-0.044,6.6,6
-1.78E+00,-0.028,0.58,6.8,8.4
-1.78E+00,-0.02,-0.044,6.8,6.2
-1.77E+00,-0.012,0.58,7,8.4
-1.77E+00,0.00399999,-0.044,7,6.4
-1.77E+00,0.012,0.58,7.2,8.8
-1.76E+00,0.02,-0.044,7.4,6.6
-1.76E+00,0.02,0.58,7.8,9.2
-1.76E+00,0.02,-0.044,8.4,6.8
-1.75E+00,0.02,0.58,8.8,9.2
-1.75E+00,0.548,-0.044,8.4,6.8
-1.75E+00,0.516,0.58,8,9
-1.74E+00,0.516,-0.044,8,6.8
-1.74E+00,0.516,0.58,7.6,9.4
-1.74E+00,0.012,-0.044,8,7.2
-1.73E+00,0.02,0.58,9,9.4
-1.73E+00,0.54,-0.044,9,7.4
-1.73E+00,0.516,0.58,8.4,9.8
-1.73E+00,0.516,-0.044,8.2,7.4
-1.72E+00,0.02,0.58,8.8,9.8
-1.72E+00,0.572,-0.044,9.6,7.4
-1.72E+00,0.516,0.58,9,10
-1.71E+00,0.00399999,-0.044,8.4,7.6
-1.71E+00,0.02,0.58,9.8,10.2
-1.71E+00,0.516,-0.044,9.4,7.8
-1.70E+00,-0.02,0.58,8.8,10.4
-1.70E+00,0.02,-0.044,10,8
-1.70E+00,0.516,0.58,9.6,10.8
-1.69E+00,0.00399999,-0.044,9,8.4
-1.69E+00,0.02,0.58,10.4,10.8
-1.69E+00,0.516,-0.044,9.6,8.2
-1.68E+00,0.02,0.58,10,11
-1.68E+00,0.524,-0.044,10,8.4
-1.68E+00,0.012,0.58,9.8,11.4
-1.67E+00,0.524,-0.044,10.4,8.4
-1.67E+00,0.012,0.58,9.8,11.8
-1.67E+00,0.532,-0.044,10.8,9.2
-1.66E+00,0.00399999,0.58,9.8,11.8
-1.66E+00,0.532,-0.044,10.8,9
-1.66E+00,0.012,0.58,10,11.6
-1.65E+00,0.524,-0.044,10.8,9.2
-1.65E+00,0.02,0.58,10.4,12
-1.65E+00,0.516,-0.044,10.8,9.6
-1.65E+00,0.02,0.588,11.2,11.8
-1.64E+00,0.516,-0.044,10.6,9.6
-1.64E+00,0.532,0.58,11.2,12
-1.64E+00,0.02,-0.044,10.8,9.8
-1.63E+00,0.516,0.58,11.2,12
-1.63E+00,0.02,-0.044,11.4,9.8
-1.63E+00,0.012,0.58,11,12.2
-1.62E+00,0.524,-0.044,11.4,10
-1.62E+00,0.02,0.58,11.6,12.2
-1.62E+00,0.012,-0.044,11.4,10.6
-1.61E+00,0.516,0.58,11.6,12.6
-1.61E+00,0.532,-0.044,11.8,10.8
-1.61E+00,0.02,0.58,12,12.8
-1.60E+00,-0.00400001,-0.044,11.4,9.8
-1.60E+00,0.516,0.58,12,12.8
-1.60E+00,0.532,-0.044,11.8,11
-1.59E+00,0.02,0.58,12.2,12.8
-1.59E+00,0.012,-0.044,12,11
-1.59E+00,0.516,0.58,12,13.2
-1.58E+00,0.516,-0.044,12,11.2
-1.58E+00,0.54,0.58,12,13
-1.58E+00,0.02,-0.044,12,11.2
-1.57E+00,0.012,0.58,12,13.6
-1.57E+00,-0.012,-0.044,12,11.2
-1.57E+00,0.516,0.58,12,13
-1.57E+00,0.524,-0.044,12,10.8
-1.56E+00,0.548,0.588,12,13
-1.56E+00,0.02,-0.044,12,11.4
-1.56E+00,0.012,0.58,12,12.8
-1.55E+00,0.00399999,-0.044,12,10.8
-1.55E+00,0.516,0.58,12,13.2
-1.55E+00,0.516,-0.044,12,11.2
-1.54E+00,0.524,0.58,12,13
-1.54E+00,0.564,-0.044,12,11.4
